measurement_source_value,count
Nasal irrigant,21
nasal irrigation TID,12
nasal septum,63
Nasal Sx Color,16432
Nasal Sx Quality,5369
Nasal Sx Quantity,17735
NAS assessment,24
Nasogastric,10990
NAS score,4
NAS Score,49
Na supp,16
Na supps,50
Na Supps,15
natrecor,33
natrecor mcg/kg/min,6
nausea,14
Nausea and Vomiting,17964
Nausea and Vomiting (CINA),728
Nausea and Vomiting (CIWA),17922
NBP Alarm [High],1375295
NBP Alarm [Low],1378959
NBP Alarm Source,150523
NBP [Diastolic],1573583
NBP Mean,1553537
NBP [Systolic],1579681
NC,3
Ndwelling Port (PortaCath) placed in outside facility,5471
NEB,3
NEBS,1
nebulizer,8
Neck,39
NECK FLAP CAP REFILL,111
NECK GIRTH (cm),3
NECKJP/DRAINAGE/SITE,10
Negative Insp. Force,853
Neg Insp Force(>-25),4877
Neo 120mg/250ml,2
Neo Bili,2
NeoBlue Bank,34685
NeoBlue Mini,13193
Neocate 24 via Jtube,9
Neocate24 via J tube,28
Neo mcg/kg/min,33
neo mcq/kg/min,8
Neonatal bili,1
NEONATAL BILI,4
"Neonatal bili, lytes",2
Neonatal Bili & Lyts,1
Neonatal Morphine,11
NEONATAL MORPHINE,19
Neonatal Morphine PO,39
Neonatal opium sol.,68
neonatal opium solun,90
Neonatal Opium Solut,349
Neo Opium Solution,56
NEOPLASTIC BLOOD,55
Neosporin to GT site,11
neosynepherin,5
Neosynephrine drops,9
Neosynephrine gtts,6
Neo-Synephrine gtts,42
nephostomy,10
nephrostomy,23
Nephrostomy,19
Nephrostomy drain,6
Nephrostomy Drain,10
nephrostomy flush,10
Nephrostomy tube,23
Nephrostomy Tube LLQ,17
nephrost tube flush,32
NEPHRO TUBE,12
NEPHROTUBE COLOR,12
nephr. tubes irrig.,6
Neph tube #2 flush,10
Nep Tube #1 flush,10
Nerve Stimulated,18876
nesiritide,223
NESIRITIDE,1
net hourly output,1
Neuro Angio Outake,2
Neuro Angio Output,2
neuro consult,7
Neuro consult,11
Neuro Drain #1 Drainage,23494
Neuro Drain #1 Landmark,18263
Neuro Drain #1 Level,25971
Neuro Drain #1 Status,29936
Neuro Drain #1 Type,39272
Neuro Drain #2 Drainage,1001
Neuro Drain #2 Landmark,955
Neuro Drain #2 Level,850
Neuro Drain #2 Status,1110
Neuro Drain #2 Type,1827
Neuro Drain Drainage,47838
Neuro Drain Landmark,9390
Neuro Drain [Level],50564
Neuro Drain [Location],48685
Neuro Drain Status,53275
Neuro Drain Type,54289
neuro drain type 2,15
Neurological Symptoms,3499
Neurology consult,8
NEURO-RAD OUT,2
Neuro Symptoms,202296
Neut,4
Neutrophils,172131
NEUTS,8360
NG Drainage,3
NG Feedings,108
NG out,19
NGT,2
NGT Aspirate,2
ngt/bile aspirate,15
ngt/bile returned,22
"ngt flush,h20",8
ngt irrigant,9
NGT lavage,4
ngt meds,6
NGT NS FLUSH Q/4HR,21
NGT NS IRRIGANT,5
NGT out,3
NGT output,11
NGT OUT S/P LAvage,3
NGT Placement,328
ngt residual,6
NGT residual,2
NGT RESIDUAL,8
NG TUBE,2
NG Tube Taped at:,311006
nicardipine,53
Nicardipine,424
nicardipine 25mg/250,21
NICARDIPINE 5-15MG/H,75
nicardipine gtt,14
Nicardipine gtt,37
Nicardipine HCl,59
NICARDIPINE MCG/KG/M,14
Nicardipine mcg/k/mn,39
NICARDIPINE MCQ/KG/',99
NICARDIPINE MCQ/KG/M,19
Nicardipine (mg/h),149
nicardipine mg/hr,81
Nicardipine mg/hr,41
NICARDIPINE--MG/HR,149
Nicardip.mcg/kg/min,106
NICU Procedures,4435
nif,15
NIF,32
nimbex,38
nimbex mcg/kg/m,32
nimbex mcg/kg/min,85
nimbex mg/kg/hr,103
NIMBEX MG/KG/HR,243
nipple shield used,22
Nipple Type,12319
nitric,16
Nitric Cylinder[PSI],8
Nitric Dioxide,18
nitric oxide,131
Nitric oxide,121
Nitric Oxide,542
NITRIC OXIDE,17
nitric oxide ppm,46
Nitric Oxide ppm,19
Nitric Oxide PPM,13
NITRIC OXIDE PPM,4
Nitric Oxide Tank Pressure,286
nitric ppm,14
Nitric [PSIG],6
nitric tank pressure,10
Nitric tank pressure,12
Nitric Tank Pressure,3
NITRIC TANK PRESSURE,3
Nitric tank psi,39
Nitric Tank psi,4
NITRIOUS OXIDE,16
Nitrite,99675
NITROFURANTOIN,6418
nitro mcg/kg/min,48
NIV Mask,7218
NJ tube,3
NMB Medication,17376
no,61
N.O.,10
NO,80
no2,12
NO2,51
NO2 ANALYZED,4
NO2 TANK PRESSURSE,41
Non-Invasive Blood Pressure Alarm - High,154805
Non-Invasive Blood Pressure Alarm - Low,154917
Non Invasive Blood Pressure diastolic,1288586
Non Invasive Blood Pressure mean,1291759
Non Invasive Blood Pressure systolic,1289150
non nutritive suck,137
NONNUTRITIVE SUCKING,29
Non-Operative Respiratory (RESPIRAT),2
NonSquamous Epithelial Cell,263
Non-squamous Epithelial Cells,13
Non-Violent Restraints,15441
Non-Violent Restraints Ordered,7826
NO ppm,49
NO PPM,123
Normal saline,1
normal saline bolus,8
NOSE,2
Nose Wound,19
NO tank,9
NO tank pr,23
NO Tank Pressure,12
NO tank psi,40
NO tank PSI,2
NO Tank PSI,6
NPH units,1
NRB,1
NRBC,267
ns bolus,8
NS bolus,7
NS Bolus,4
NS cc:cc OGT output,19
NS eye drops,19
NS FLUSH FOLEY,17
NS FLUSH OF DRAIN,10
NS irrig drng tube,4
NS->JP::  CC:CC,61
NS pigtail drain,3
NSS VIA PIGTAIL TUBE,114
NS w/20kcl,5
NTproBNP,6943
NT suction,3
NT SX,4
Nucleated RBC,48
Nucleated Red Cells,16568
Nursing Consultation,15634
nutran tube feed,68
nutrition labs,15
Nutrition Labs,3
"NUTR PANEL,Hct, reti",1
nystatin,216
Nystatin,717
Nystatin.,20
NYSTATIN,13
nystatin cream,128
Nystatin cream,194
Nystatin Cream,110
nystatin oint.,23
Nystatin oint,29
Nystatin Oint,114
Nystatin Oint.,44
nystatin ointment,194
Nystatin ointment,584
Nystatin Ointment,232
NYSTATIN OINTMENT,6
Nystatin oral,204
Nystatin oral.,22
NYSTATIN ORAL,18
nystatin oral suspen,26
Nystatin oral suspen,10
Nystatin (PO),9
Nystatin Po suspensn,12
nystatin powder,125
Nystatin powder,213
Nystatin Powder,139
NYSTATIN POWDER,11
nystatin pwdr,40
Nystatin solution,22
nystatin S&S,24
Nystatin susp,29
Nystatin swabs,64
O2 %,7
O2 Administration,68508
O2 Analyzer Cal,6408
O2AV,19644
O2AVI,19571
O2 Consumption,1
O2 Delivery Device,1155571
O2 Delivery Device#2,54729
O2 Delivery Device(s),523176
O2 Delivery Mode,15
O2ER,75
O2 Flow,213966
O2 Flow (additional cannula),19003
O2 Flow (lpm),384488
O2 Flow (lpm) #2,50660
O2% on INOvent,19
O2 sat [Post],1434
O2 sat [Pre],1533
O2 sat probe change,59
O2 sat probe site,66
O2 saturation pulseoxymetry,2670132
O2 Saturation Pulseoxymetry Alarm - High,212314
O2 Saturation Pulseoxymetry Alarm - Low,213322
O2 Sat W/Seizure,95
O2 Tubing Present,12665
OCAT - Lips Tongue Gums Palate,6111
"OCAT - Saliva secretions, Voice quality",6059
OCAT - Swallow,6044
OCAT - Teeth,6090
octreotide,130
Octreotide,126
Octreotide mcg/hr,6
OFFICERS/HANDCUFFED,33
OG/NG Residual,303165
ogt drainage,34
OGT out,10
OGT Placement,1
OGT residual,11
OGT Sugar level,1
Old JP infer Y inc,17
old jp site,1
old JP sites,4
omeprazole,71
Omeprazole,191
omerprazole,49
oob to chair,1
OOB TO CHAIR,19
open chest drainage,10
open crib,1
"Opiate Screen, Urine",9308
OPIUM SOL'N.,18
op site,28
op. site,111
OP site,99
Opthamology consult,1
Oral Abnormalities,332
ORAL AIRWAY,1
Oral Care,819981
Oral Cavity,1222261
ORAL DRAINAGE,1
Oral drng,3
Oral Gastric,9344
oral nystatin,81
Oral nystatin,38
Oral Nystatin,58
Oral Sx Color,45956
Oral Sx Quality,3728
Oral Sx Quantity,49705
oral thrush,15
Orapred,14
or ascites out,2
OR EBL,3541
OR EMESIS,2
Orientation,1423289
Orientation to Person,40878
Orientation to Place,40105
Orientation to Time,39540
Orient/Clouding Sens,17041
Orient/Clouding Sensory,17347
ORL consult,8
ORL Exam,1
or ngt,2
OR NGT,7
orogastric sxn,2
OR Out,2
OR OUT (abdominal),2
OR out ascites,2
OR Out EBL,6881
OR Out OGT,2
OR Out OR Urine,7267
O.R. OUT OTHER,2
OR Out PACU Urine,7673
OR output,2
OR paracentesis,2
OR Paracentesis,2
OR pillow,69
OR pleural fluid,1
or pleural tap,2
OR PSUEDOCYST DRAIN,2
OR Stool/NGT,2
Orthostat BP sitting [Diastolic],305
Orthostat BP sitting [Systolic],374
OrthostatBP standing [Diastolic],147
OrthostatBP standing [Systolic],186
Orthostat HR sitting,351
OrthostatHR standing,182
Orthostatic BPd lying,164
Orthostatic BPd sitting,192
Orthostatic BPd standing,134
Orthostatic BP lying [Diastolic],268
Orthostatic BP lying [Systolic],328
Orthostatic BPs lying,165
Orthostatic BPs sitting,193
Orthostatic BPs standing,136
Orthostatic HR lying,468
Orthostatic HR sitting,176
Orthostatic HR standing,125
OR Urine,5928
OR washout,2
OSH output,2
"Osmolality, Ascites",2
"Osmolality, Body Fluid",11
"Osmolality, Measured",18816
"Osmolality, Stool",80
"Osmolality, Urine",18838
Osmotic Fragility,3
osomolarity,1
Ostomies Colostomy,218
Ostomies Ileostomy,1248
ostomy,261
Ostomy,12160
Ostomy [Appearance],22429
Ostomy Appearance,7697
Ostomy appliance,130
OSTOMY APPL ON ABD,3
ostomy bag,14
Ostomy bag,651
Ostomy Bag Change,82
ostomy blding,8
Ostomy Care,1716
ostomy cc/kg/hr,5
ostomy drainage,5
Ostomy dsg change,11
OSTOMY FROM INCISION,2
Ostomy (output),6066
Ostomy [Type],23350
other,18
Other,1474
Other (Activity); Specify,82
Other Cell,546
Other Cells,1762
Other cooling,12
out pt intake +prbc,2
outpt uo,2
output adjustment,2
OUTPUT from cc6,2
output from midnight,2
output from vicu,3
output in er,2
outside hsp,3
Oval Fat Body,11
Ovalocytes,16180
oxacillin,14
Oxacillin,1834
OXACILLIN,11156
Oxygen,127960
Oxygen #3,1
OxygenApacheIIScore,19
Oxygenator/ECMO,680
Oxygenator Sweep Rate,691
Oxygen Saturation,173418
OxygenScore_ApacheIV,8
P2,4
P4,10
P5,10
PA Catheter Discontinued,692
PA Catheter Dressing Occlusive,11432
PA Catheter Line Tip Cultured,440
PA Catheter placed in outside facility,10570
PA Catheter Placement Confirmed by X-ray,9629
PA Catheter Site Appear,11828
PA Catheter Waveform Appear,11420
PA Catheter Zero/Calibrate,5030
Pacemaker Mode,103150
Pacemaker Type,107618
Pacer Rate,74260
Pacer Wire Condition,74336
Pacer Wires Atrial,83269
Pacer Wires Ground,2307
Pacer Wires Vent,84163
PACU Drains,189
PACU EBL,49
PACU EMESIS,1
PACU Gastric,73
PACU ngt out,2
PACU Out,2
PACU Out EBL,108
PACU Out PACU Drains,349
PACU Out PACU NG,263
PACU Out PACU Urine,1134
PACU output,2
PACU Urine,488
pad change,7
pad changed torso,17
Pad Change/Hour,292
pad count,14
PADS/NECK INCISION.,40
PAEDP,8300
Pain,420055
Pain (0-10),48
Pain Assessment Method,579574
Pain Assess Method,592344
Pain Cause,413067
Pain Level,479957
Pain Level Acceptable,377987
PainLevel Acceptable,240582
Pain Level (Movemnt),715
Pain Level Response,200617
Pain Level/Response,51714
Pain Level (Rest),143318
Pain Location,1013066
Pain Management,763517
Pain Management [Route/Status #1],304870
Pain Management [Route/Status #2],76779
Pain Present,1374783
Pain Type,548025
Palate,777
PA line cm Mark,225515
PA Line cm Mark,23612
Palmer Pulses R/L,6
pancreatic drain,36
pancreatic fistula,9
Panpropazole mg/hr,29
pantoprazole,200
Pantoprazole,209
PANTOPRAZOLE,11
pantoprazole80/250,17
pantoprazole80mg/100,104
Pantoprazole   mg/hr,28
Pantoprazole  mg/hr,233
Pantoprazole mg/hr,148
pantoprazole mgm/hr,14
Pantoprozole,29
PAO2,1467
PAP Alarm [High],174222
PAP Alarm [Low],178112
PAP Alarm Source,10378
papaperine,1
PAPAVERINE MG/HR,18
PAP [Diastolic],489726
PAP Mean,265245
Pappenheimer Bodies,943
PA PRESSURE,3
PAP [Systolic],495659
paracenteis drainag.,37
paracentesis,215
paracentesis.,1
Paracentesis,48
PARACENTESIS,15
paracentesis: 2020ml,1
paracentesis asicits,1
paracentesis bag,24
paracentesis fluid,5
PARACENTESIS FLUID,3
paracentesis/OR,2
paracentesis out,10
Paracentesis out,4
paracentesis output,4
Paracentesis output,1
Paracentesis Output,5
paracentesis removal,2
paracentesis site,47
Paracentesis site.,2
Paracentesis Site,1
paracentesis tap out,1
PAR-Activity,2115
Parameters Checked,1019082
parascentesis,2
Parathyroid Hormone,4355
PAR-Circulation,2094
PAR-Consciousness,2112
parencentesis,1
Parencentesis Out,2
Parent Called,69165
Parent Ed/Support,9091
Parent Info given,59508
Parents in to visit,13279
PAR-Oxygen saturation,2081
Paroxysmal Sweats,35731
PAR-Remain sedated,1134
PAR-Respiration,2117
PA sat,4
PAsat,3
PASat,3
passe muir valve,11
PASSE-MUIR VALVE,69
passey muir,72
passey-muir,13
passey muir valve,179
passey-muir valve,16
Passey Muir valve,8
Passey Muir Valve,37
PASSEY MUIR VALVE,30
Passey Muir Valve in use,5345
Passimier valve,9
Passive Leg Raise Performed,303
Passive ROM RUE/LUE,1
passy muir,27
passy-muir/cuff,31
PASSY MUIR/CUFF DOWN,25
passy muir valve,411
passy-muir valve,92
passymuir valve,6
Passy-Muir valve,9
Passy-Muir Valve,64
PASSy MUir valve,114
PASSY MUIR VALVE,319
PASSY-MUIR VALVE,46
passy muir valve on,1
Patient agrees with the above goals and is willing to participate in the rehabilitation program,129
Patient Behavior During Application,438
Patient controlled analgesia (PCA) [Attempt],30323
Patient controlled analgesia (PCA) [Inject],30939
Patient/Family Informed,217277
Patient/Family Informed_V1,1699
Patient/Family Informed_V2,41827
Patient/family/team understand & agree with plan,24
Patient Location,106287
Patient on vent,18
Pause Time %,5023
PAUSE TIME L/R,29
Pavulon,464
PAVULON MCG/KG/MIN,122
Paw,1
PAW,11
Paw High,454974
PBP (Prefilter) Replacement Rate,41434
PCA 1 hour limit,22923
PCA 1 hour limit units,21238
PCA 1 Hr Limit (mg),38879
PCA attempt,19121
PCA Basal Rate,17870
PCA basal rate (mL/hour),13542
PCA bolus,3443
PCA Bolus,4354
PCA bolus units,1119
PCA cleared,12267
PCA concentrations,825
PCA dose,23094
PCA Dose,38962
PCA  dose units,22219
PCA inject,19188
PCA lockout (min),22974
PCA Lockout (Min),38902
PCA medication,23576
PCA Medication,38957
PCA total dose,13899
PCA Total Dose,20016
PCA total dose units,11016
PC driving press,28
pCO2,500079
PCO2,5314
PCO2_ApacheIV,5
"pCO2, Body Fluid",43
pCO2 (cap),8106
pCO2 (other),8445
PCV-Delta P,9
PCV driving pressure,98
PCV Driving Pressure,68
PCV Exh Vt (Obser),942
PCV Insp Vt (Obser),414
PCV Level,73
PCV Level (Avea),600
PCV Set Insp. Press,2038
PCV Total Pressure,8
PCWP,27095
PDA incision site,86
PDA ligation site,45
PDA surg site,91
PD dialysate out,48
PD Dialysate Output,4
PD drainage,54
pd fluid out,7
PD fluid out,25
PD NET FLUID REMOVED,4
PD out,18
P.D. Out,3
PD Out,9
PD OUT,2
PD output,35
P (drive),20
PD Volume Out.,20
Peak exp flow rate,4
Peak Exp Flow Rate,120
Peak flow,1
Peakflow,10
Peak Flow,56268
Peak Flow (actual),89
Peak Flow (Calc),6014
peak flow post rx,4
Peak flow post tx.,3
Peak flow Pred,1
Peak Flow % (pred),5
Peak Flow (Pred),11
peak flow pre neb,1
Peak Insp. Pressure,689692
PeCO2,7
PECO2,1
pectus,9
Pedal edema,5
pediarix,22
Pediarix,89
Pediarix Vaccination,1
Pediarix vaccine,8
Pediatrix,5
Pediatrix Combi,1
pedi ngt,7
PEEP,439239
PEEP Alarm,212292
PEEP set,480211
PEEP Set,427050
PEEP Sigh level,2
peg,13
PEG,20
PEG (BAG),8
Peg Care,1
PEG care,27
PEG Care,18
PEG DRAINAGE,5
PEG DRAINAGE.,4
Peg DSG,19
PEG DSG/CARE QD,18
PEG GOLYTELY,64
PEG gracity,21
PEG GRAVITY DRAIN,2
PEG GRAVITY DRG,3
peg meds,37
peg output,1
PEG site,30
PEG SITE CARE,15
PEG SITE DRESSING,9
peg tail flush,50
PEG to gravity,5
peg tube,1
PEG tube,5
PEG Tube,1
PEG TUBE,3
PEG TUBE DRESSING,8
PEG TUBE out,8
PEJ CARE TID,51
pej site,19
PEJ SITE CARE,11
Pencil Cells,293
penicillin,23
Penicillin,18
PENICILLIN,9018
PENICILLIN G,1854
Penrose #1,162
Penrose #2,7
Penrose drain,72
"penrose drain, abd.",48
penrose drain area,124
penrose drain outpt,63
Penrose drains,30
PENTOBARB DRIP MG/HR,154
PENTOBARBITAL MG/HR,12
"PEP, CSF",210
percusion,76
percussion,200
PERCUSSION,90
Percussion per bed,49
PERCUSSION VIA BED,9
Percussive vest,1
percutanous drain,16
Performance Level,29
pericadial tap,3
pericard drain asp,26
pericard drain irr.,6
Pericard Drain Site,2032
Pericard Drain Stat,1458
Pericardial,869
pericardial drain,35
Pericardial drain,22
PERICARDIAL DRAIN,4
Pericardial Drainage,1800
Pericardial Drain Aspiration,409
Pericardial Drain Drainage,1627
Pericardial Drain Flush,332
Pericardial Drain Site,1772
Pericardial Drain Status,1762
Pericardial flush,1
Pericardial Pressure,1
Pericardial Tap,2
peri care,26
pericare,234
Peri care,12
Pericare,32
Peri Care,72
PERICARE,12
peric. drain flushed,14
pericentesis,10
perineum care,26
peri pad,10
peripad,5
peripad change,3
periph edema,18
PERIPHERAL BLOOD LYMPHOCYTES,164
Peripheral Pulses,434931
Peripheral Pulses (Tandem Heart),1097
peripheral sat,1
perit/bladder pressu,5
peritoneal amylase,1
Peritoneal Dial Out,11
peritoneal dialysis,33
Peritoneal dialysis,6
PERITONEAL DIALYSIS,2
Peritoneal Dialysis Catheter Status,778
Peritoneal Dialysis Catheter Type,778
Peritoneal Dialysis Fluid Appearance,703
Peritoneal drain,6
PERITONEAL DRAIN,2
PERITONEAL FLUID,2880
peritoneal tap,6
PERITONEAL TAP,1
peritoneal tap out,1
Permanent Pacemaker Mode,4177
Permanent Pacemaker Rate,2427
permanent pacer,21
pertoneal tap,15
PetCO2/TcCO2,2
PGTAILS/FLUSH/10MLNS,12
pH,649432
Ph,7
PH,1844
PhApacheIIScore,19
PHApacheIIValue,14
PH_ApacheIV,5
pharesis out,3
pH (Art),10407
PH (Arterial),144355
pH (cap),8064
PH (dipstick),17524
PHENOBARB & DILANTIN,1
Phenobarbital,3716
Phenobarbitol(15-40),158
PHENYFREE (1.0-2.0),1
Phenylepherine,12
phenylephrine,12
phenylephrine drops,36
Phenylephrine gtt,10
phenylephrine gtts,34
Phenylephrine gtts,57
phenylephrine nasal,7
Phenylephrine nose s,9
Phenytoin,22453
Phenytoin  (10-20),17
Phenytoin (Dilantin),5006
Phenytoin (Free),122
"Phenytoin, Free",960
"Phenytoin, Percent Free",895
Pheresis Catheter Discontinued,11
Pheresis Catheter Dressing Occlusive,1166
Pheresis Catheter Line Tip Cultured,23
Pheresis Catheter placed in outside facility,1145
Pheresis Catheter Placement Confirmed by X-ray,872
Pheresis Catheter Site Appear,1330
Pheresis Catheter Type,999
Pheresis - Out,2
Pheresis Output,9
p hi,1
p Hi,2
P Hi,2
P-Hi,175
P HI,19
P-HI,14
P-HI (APRV),5
p high,1
p-high,20
phigh,36
P high,59
P-high,20
P.high,18
Phigh,146
P High,162
P-High,1
PHigh,10
P HIGH,118
PHIGH,27
P High (APRV),978
ph level,30
Phosphate,590502
"Phosphate, Body Fluid",12
"Phosphate, Urine",1019
phosphenytoin,1
Phosphorous,269686
Phosphorous(2.7-4.5),163293
ph (other),8403
photosensitive prec,42
Phototherapy Blanket,12348
Phototherapy Light,170332
PHPaCO2Score_ApacheIV,8
PH (Venous),8762
Physical therapy,1
Physioregulation,428915
PIC,1
picc,5
PICC,4
PICC Attempt,1
PICC line attempt,1
PICC Line Discontinued,313
PICC Line Dressing Occlusive,84821
PICC LINE DSG,12
PICC Line placed in outside facility,80817
PICC line placement,15
PICC Line Placement Confirmed by X-ray,64529
PICC line site,121
PICC Line Site Appear,92870
PICC Line Tip Cultured,1926
picc placement,6
PIC line placed,2
pic line placement,2
PIC line placement,2
PIC Line placement,1
pictures taken,1
Pigtail #1,2727
Pigtail #2,750
pigtail bile drain,13
Pigtail Drain Flush,12
Pigtail Drain FlushI,3
pigtail drain replac,3
Pigtail dressing,3
pigtail dsg change,21
pigtail flush,41
PILLOW AROUND R ARM,21
pin care,18
Pin Care,2258
Pinps,166
PINPS,62
pin site drain,33
pinsp,41
P insp,3
P insp.,16
P-insp,97
Pinsp,237
Pinsp.,28
P Insp,9
PINSP,133
Pinsp (Draeger only),7141
PIP,151273
PIP Alarm,86134
PIPERACILLIN,7508
piperacillin-tazbac,17
PIPERACILLIN/TAZO,10877
pitressin u/hr,1
PITRESSIN U/MIN,37
PKU,8
Pl,7
PL,41
Placement Monitoring Screen,25
Plasma,109
Plasma Cells,470
PLASMGN,2
Plateau-Off,98625
Plateau Pressure,250466
Plateau Time (7200),10
Platelet  (150-440),10460
Platelet Clumps,518
Platelet Count,915780
Platelets,188983
Platelet Smear,44151
pleuracentesis,3
Pleuracentesis,2
PLEURACENTESIS,1
pleural,2
pleural cutaneous fi,4
PLEURAL DRAIN,2
pleural drainage/OR,2
pleural effusion,1
PLEURAL EFFUSION,2
pleural effussion,4
pleural fld,2
Pleural Fld,2
Pleural fludid,3
pleural fluid,36
Pleural fluid,5
Pleural fluid.,11
Pleural Fluid,8
PLEURAL FLUID,2688
PLEURAL FLUID (OR),2
pleural fluid pH,1
pleural fluid right,5
pleural tap,20
Pleural tap,8
Pleural Tap,3
PLEURAL TAP,13
pleural tap out,5
pleural tap output,2
pleuritic fluid,1
Pleurx output,5
p lo,1
P lo,5
P Lo,1
P-Lo,173
P LO,18
P-LO,15
P-LO (APRV),5
p low,8
plow,81
P low,54
P-low,20
P.low,18
Plow,128
P Low,162
P-Low,1
PLow,9
P LOW,116
PLOW,6
P Low (APRV),954
PLTS,4
PLT transfusion,1
plueral tap,2
Pmax,15
PMI,7242
pmv,44
PMV,549
PMV.,1
pm valve,11
PMV on.,1
PMV ON,15
PMV on/off,99
PMV Trial,2
pneumo boots,37
Pneumogram,8
pnuemogram,2
pO2,500112
PO2,5097
PO2_ApacheIV,1
"pO2, Body Fluid",13
pO2 (cap),8107
PO2 (Mixed Venous),2848
pO2 (other),8446
PO Contrast per NGT,3
podis boots,23
podus boot,15
PODUS BOOT,222
podus boots,195
Poikilocytosis,55886
Police Gaurd,15
Polio Vaccine,236
Polivisol,47
Polychromasia,47280
Polymyxin B oint,9
Polys,21454
poly vi sol,30
poly-vi-sol,19
polyvisol,200
Poly-vi-sol,47
Polyvisol,125
Poly Vi Sol,32
Poly-Vi-Sol,13
Polyvisol po,22
Popliteal Pulse L,3906
Popliteal Pulse [Left],2306
Popliteal Pulse R,4073
Popliteal Pulse [Right],2837
popliteal pulse r/l,1
PORK INSULIN U/HR,7
Porphobilinogen Screen,34
Portagen NGT,7
posey,23
position,30
Position,1569277
Position - Activity - Aerobic Activity Response,114
Position at Breast,22671
Position Change,658719
Position - Recovery - Aerobic Activity Response,105
Position - Rest - Aerobic Activity Response,167
position rotated 180,32
Postductal O2 Sat,1
Post-Ductal SaO2,2
post ductal sat,2
Post ductal sat,5
Post Ductal Sat,1
Posterior Fontanelle [Shape],408992
Posterior Fontanelle [Texture],410245
Post Filter Replacement Rate,38829
POSTMORTEM CULTURE,56
POST-MORTEM VIRAL CULTURE,1
PostTib. Pulses L,262047
PostTib. Pulses [Left],449319
PostTib. Pulses R,268829
PostTib. Pulses [Right],456297
Potassium,1092708
Potassium  (3.5-5.3),15816
Potassium (3.5-5.3),326112
PotassiumApacheIIScore,19
PotassiumApacheIIValue,17
"Potassium, Ascites",48
"Potassium, Body Fluid",76
Potassium Chloride,11981
potassium phosphate,28
potassium Phosphate,23
Potassium phosphate,1
Potassium Phosphate,26
potassium phosphorus,48
"Potassium, Pleural",13
Potassium (serum),165760
"Potassium, Stool",110
"Potassium, Urine",10931
Potassium (whole blood),49065
"Potassium, Whole Blood",192949
PPM,23
PPN,1
PPN/TPN,9
pr,4
PR,19
PRBC,3
PRBCs,2
PRBCS,1
Pre-Admission,5980
Pre-Admission Output Pre-Admission Output,6989
preauricular tag,88
Precautions,3205052
Precautions: Standard +,11892
precedex,17
Precedex,145
PRECEDEX,119
precedex mcg/kg/hr,27
Precedex (mcg/kg/hr),8
Precedex mcg/kg/hr,33
PRECEDEX MCG/KG/HR,123
PRECEDEX MG/K/HR,21
Precordium,29126
Pred Forte,28
PredForte,48
PRED FORTE DROPS,100
PREDFORTE DROPS,62
Predisolone,97
Prednisilone gtts,30
prednisolone,41
Prednisolone,123
Prednisolone drops,61
Prednisolone Drops,65
prednisolone gtts,23
Prednisolone gtts,78
prednisolone nosedrp,9
prednisone,1
Prednisone drops,16
Prednsolone gtt,10
Pred PEFR,1
Preductal O2 Sat,1
pre ductal sat,39
Pre ductal Sat,1
Pre duct sat,2
PRE OP PREP,1
Present Weight  (kg),433003
Present Weight  (lb),432997
Present Weight  (oz),432996
Presep Catheter Discontinued,25
Presep Catheter Dressing Occlusive,583
Presep Catheter Line Tip Cultured,59
Presep Catheter placed in outside facility,2345
Presep Catheter Placement Confirmed by X-ray,1150
Presep Catheter Site Appear,2774
PreSep Catheter SVO2,14405
Presep Catheter Waveform Appear,2009
Presep Catheter Zero/Calibrate,1025
Pres. High,16
Pres. Low,9
Press Low,5
PressSoreCleansing#1,18906
PressSoreCleansing#2,4996
PressSoreCleansing#3,1700
PressSore Depth #1,4762
PressSore Depth #2,1305
PressSore Depth #3,410
Press Sore Site #2,34222
PressSoreTreatment#1,63822
PressSoreTreatment#2,17002
PressSoreTreatment#3,6474
PressSoreWoundBase#1,40112
PressSoreWoundBase#2,11653
PressSoreWoundBase#3,4272
PRESSURE BAG R.GROIN,3
pressure high,24
pressure low,10
PressureReduceDevice,121920
Pressure Reducing Device,405442
Pressure Sore #1 [Amount],6991
Pressure Sore #1 [Drainage],24675
Pressure Sore #1 [Heal],23939
Pressure Sore #1 [Length],7590
Pressure Sore #1 [Stage],34313
Pressure Sore #1 [Width],8166
Pressure Sore #2 [Amount],2121
Pressure Sore #2 [Drainage],7372
Pressure Sore #2 [Heal],6898
Pressure Sore #2 [Length],2206
Pressure Sore #2 [Stage],10029
Pressure Sore #2 [Width],2445
Pressure Sore #3 [Amount],733
Pressure Sore #3 [Drainage],2652
Pressure Sore #3 [Heal],2459
Pressure Sore #3 [Length],779
Pressure Sore #3 [Stage],3608
Pressure Sore #3 [Width],845
Pressure Sore Odor#1,19223
Pressure Sore Odor#2,5803
Pressure Sore Odor#3,1670
Pressure Sore Site#1,114916
Pressure Sore Site#3,13476
pressure support,12
Pressure Support,295051
PRESSURE SUPPORT,1
Pressure Transducer,178
Pressure Ulcer Stage #1,68783
Pressure Ulcer Stage #10,1288
Pressure Ulcer Stage #2,37786
Pressure Ulcer Stage #3,25890
Pressure Ulcer Stage #4,14925
Pressure Ulcer Stage #5,9593
Pressure Ulcer Stage #6,6263
Pressure Ulcer Stage #7,4064
Pressure Ulcer Stage #8,2856
Pressure Ulcer Stage #9,1339
Pressw High,5
Previous Weight,146422
Previous WeightF,1641889
Previous Weight (kg),416621
Prevnar,454
